iterations,Return
0,4.415742926534023
400,2.423813378458018
800,-7.591003726950905
1200,-0.613159979104803
1600,-0.4221923308553279
2000,-2.2958931180954463
2400,-0.02189780443833933
2800,-1.6957595737603237
3200,7.47170069461709
3600,2.0886958587205546
4000,6.288325333326714
4400,5.765459748771616
4800,6.198849460374431
5200,0.7087891040202632
5600,3.5478626980158587
6000,3.7029609231780984
6400,5.4088381428844485
6800,2.1447419586036003
7200,3.259750011583111
7600,3.2708584566941634
8000,3.195683671576363
8400,12.475212558008547
8800,7.1095655006206755
9200,1.5053468988415242
9600,1.9257846465354054
10000,6.652141896149736
10400,8.406766468497818
10800,8.266280427388349
11200,6.155976403197831
11600,8.085777751502786
12000,4.870544547903368
12400,12.292876277185028
12800,7.749536146614091
13200,10.810151102689495
13600,5.183638329452836
14000,9.095468914821518
14400,6.448067055319319
14800,2.6956466765116947
15200,2.1481811006320375
15600,5.973818682134377
16000,3.5014194647102395
16400,5.148379633418366
16800,4.199496815217057
17200,4.562443674958299
17600,7.326194005843904
18000,5.124965607743417
18400,9.533713420502384
18800,7.674227096905849
19200,5.017441461319885
19600,9.376776332314936
20000,6.80931982206873
20400,4.620788992083207
20800,3.9182301846144734
21200,2.248658710152836
21600,2.9328946651896404
22000,5.0643143866673945
22400,8.492406645968579
22800,6.436290017273576
23200,6.020293226882827
23600,5.3985341914709215
24000,4.541580977158017
24400,8.513734794297275
24800,4.854092106190167
25200,3.1160843302043797
25600,4.011186639671552
26000,5.408716698735637
26400,6.384378219690258
26800,1.355570521120627
27200,5.093777894790268
27600,1.8147520085205857
28000,5.833028326477788
28400,8.368660483878978
28800,4.99916790534681
29200,4.133623805961585
29600,6.3527824689051196
30000,4.8532073070637605
30400,4.6244140149090605
30800,10.018538366587247
31200,6.131490601271357
31600,5.373778550187412
32000,-1.204807898211658
32400,6.046014080682315
32800,3.787863214931145
33200,9.03534483306245
33600,2.752908628027169
34000,1.4734788443407392
34400,1.4415629050559682
34800,9.99414419435811
35200,2.2567114607104495
35600,5.966942978463103
36000,4.385263399521412
36400,2.3359992746634592
36800,5.413372936447625
37200,8.881619896221812
37600,3.2097238584981094
38000,8.112034414513044
38400,4.5795039811162574
38800,2.429286146142173
39200,2.2435366287245486
39600,5.872207554856198
40000,2.8923740692520354
40400,6.753712597931956
40800,3.4741003902869325
41200,13.725947572695734
41600,6.8574070865767105
42000,0.3761133342249651
42400,12.38228096519964
42800,2.3127566680503366
43200,3.587570195623136
43600,7.883227303985008
44000,8.529005513982153
44400,4.548235047765518
44800,3.974007045594187
45200,2.803536272257958
45600,3.8387862027942616
46000,8.850184854527292
46400,4.5766842082552195
46800,6.264346090569685
47200,-1.1871191179392557
47600,5.096228848418374
48000,2.5976589518138034
48400,4.084277544509574
48800,5.349639816588393
49200,4.481114070140068
49600,1.4883411024727586
50000,6.6048610228504225
50400,5.6883299509856835
50800,4.360668505027383
51200,7.218327187440938
51600,5.519252294658038
52000,8.59224336589778
52400,3.9119016251331935
52800,7.319640856898538
53200,5.333652726968218
53600,6.283532803654518
54000,1.968407617385215
54400,4.006906863116145
54800,6.425938765071091
55200,7.5413698145090695
55600,9.40782040048293
56000,6.437613950079406
56400,5.281315779544902
56800,7.190438482608587
57200,5.157491003843351
57600,3.9131081277241773
58000,4.845225283956156
58400,11.132262997055548
58800,10.34086985470099
59200,6.142143593267588
59600,7.584728975265109
60000,2.114825008679348
60400,6.740261753738369
60800,7.46061075055008
61200,9.118917349656504
61600,4.523659759851901
62000,6.186096860326024
62400,4.225500221169257
62800,7.980865317185217
63200,15.314010954403495
63600,7.460230334075431
64000,10.365691329096224
64400,6.073925311498838
64800,7.528213985401294
65200,2.7699142708686324
65600,10.634202927020493
66000,6.634431423953295
66400,5.761656422221898
66800,7.645885078765753
67200,9.01286200755179
67600,9.11751784616192
68000,9.867784400796497
68400,6.465341845971443
68800,11.87714038728056
69200,5.262542881613517
69600,6.668353953970725
70000,11.142630942124217
70400,5.862043913136704
70800,8.436917927975403
71200,6.029798885184453
71600,7.753848904806095
72000,5.498727230768966
72400,7.90435435161456
72800,9.309716582293916
73200,5.825291889230484
73600,7.7305695095568705
74000,7.857851994954298
74400,9.04201990925216
74800,9.962234546833763
75200,11.952158076741789
75600,5.775815778837435
76000,4.748549721796081
76400,9.420304308544132
76800,4.216657958308978
77200,13.190995169583807
77600,5.003274470516718
78000,5.971363536575362
78400,8.70170690164427
78800,8.03659242396254
79200,5.69429236700714
79600,7.432283644173347
80000,7.537224058811002
80400,5.071297510532948
80800,7.377444189238053
81200,6.127374356865211
81600,10.363301935386989
82000,4.716304163099886
82400,3.750782685417552
82800,6.283061649135222
83200,12.62032388114423
83600,7.343546508278153
84000,11.042220434645373
84400,3.420322832362542
84800,8.713947440932715
85200,7.866526980268053
85600,1.9669926581027954
86000,8.577467199827762
86400,3.166374908593683
86800,11.470151536083335
87200,2.9759486455753352
87600,1.9149173150510714
88000,3.998358281043028
88400,5.63105187909254
88800,4.866870873061633
89200,5.400556655847488
89600,3.236378504189944
90000,5.7478663762316184
90400,3.87482630285229
90800,2.4632832733653536
91200,9.736159787814719
91600,7.724347742842561
92000,7.1119366892927705
92400,7.441597875813452
92800,10.746419784732002
93200,4.728859670777236
93600,5.365797509556998
94000,5.4725012431338005
94400,6.208069038320691
94800,6.856542570677924
95200,5.036413514711285
95600,4.556060578529316
96000,4.828989135599553
96400,8.942642707077097
96800,9.705604228742379
97200,5.66797878919076
97600,8.419927365654253
98000,7.446126175716824
98400,5.404396155848044
98800,7.217132758697472
99200,6.930577366062898
99600,6.179783928547302
100000,9.065502007123769
